,POA_CODE_2016,T_SOLSE_NWNAA_T,A15_24_SOLSE_NWNAA_T,A35_44_SOLSE_NWNAA_T,A65_74_SOLSE_NWNAA_T,Counted_home_Census_Night_Tot,P_SOL_SE_NW_NA_Total,suburbs
588,POA2850,50,0,9,3,16595,41,"Mogo, Turill, Lue, Wilbetree, Bombira, Stony Creek, Apple Tree Flat, Ulan, Wollar, Twelve Mile, Bara, Hayes Gap, Mudgee, Windeyer, Pyramul, Cross Roads, Cooyal, Running Stream, Caerleon, Home Rule, Collingwood, Sallys Flat, Aarons Pass, Ullamalla, Avisford, Ilford, Putta Bucca, Mullamuddy, Budgee Budgee, Erudgere, Hargraves, Maitland Bar, Barigan, Piambong, Menah, Milroy, Mount Frome, Munghorn, Yarrawonga, Canadian Lead, Tambaroora, Meroo, Cullenbone, Eurunderee, Buckaroo, Triamble, Grattai, Monivae, Bocoble, Spring Flat, Linburn, Worlds End, Kains Flat, Tichular, Yarrabin, Galambine, Cudgegong, St Fillans, Mount Knowles, Carcalgong, Hill End, Cumbo, Moolarben, Green Gully, Havilah, Queens Pinch, Riverlea, Frog Rock, Wilpinjong, Botobolar, Burrundulla, Totnes Valley, Cooks Gap"
589,POA2852,4,0,3,0,3345,9,"Stubbo, Bungaba, Guntawang, Two Mile Flat, Beryl, Barneys Reef, Mebul, Gulgong, Tallawang, Cope, Goolma, Cumbandry, Merotherie"
590,POA2864,0,0,0,0,744,0,"Murga, Cudal, Bowan Park, Toogong"
591,POA2865,3,0,0,0,816,0,"Gumble, Bocobra, Manildra"
592,POA2866,3,0,0,3,2972,3,"Amaroo, Boomey, Molong, Euchareena, Garra, Larras Lee, Cundumbul"
593,POA2867,0,0,0,0,576,0,"Baldry, Loombah, Cumnock, Yullundry, Eurimbla"
594,POA2868,0,0,0,0,620,0,"Obley, North Yeoval, Yeoval, Bournewood"
595,POA2869,5,0,0,0,1348,3,"Trewilga, Tomingley, Peak Hill"
596,POA2870,24,0,0,0,11263,25,"Goonumbla, Cooks Myalls, Cookamidgera, Alectown, Mandagery, Daroobalgie, Parkes, Bumberry, Tichborne"
597,POA2871,14,0,0,0,8776,12,"Bedgerebong, Forbes, Ooma, Bedgerabong, Fairholme, Warroo, Paytens Bridge, Gunning Gap, Wirrinya, Corinella, Jemalong, Mulyandry, Garema"
598,POA2873,0,0,0,0,526,0,"Albert, Tottenham, Miamley, Five Ways"
599,POA2874,0,0,0,0,400,0,Tullamore
600,POA2875,3,0,3,0,900,4,"Bruie Plains, Trundle, Yarrabandai, Ootha, Fifield"
601,POA2876,0,0,0,0,393,0,"Bogan Gate, Nelungaloo, Gunningbland"
602,POA2877,9,0,3,0,3650,3,"Bobadah, Euabalong, Eremerang, Condobolin, Mulguthrie, Boona Mount, Mount Hope, Euabalong West, Derriwong, Kiacatoo"
603,POA2878,0,0,0,0,349,0,"Ivanhoe, Trida, Mossgiel, Conoble"
604,POA2879,0,0,0,0,580,3,"Menindee, Sunset Strip"
605,POA2880,29,0,0,4,16820,32,"Broken Hill, Broken Hill West, Milparinka, Broken Hill North, South Broken Hill, Silverton, Packsaddle, Broughams Gate, Mutawintji, Tibooburra, Little Topar, Fowlers Gap"
606,POA2898,0,0,0,0,312,0,Lord Howe Island
